"scientific.name","common.name","observed.on","location","latitude","longitude","listing.status"
"Sterna dougallii","Roseate Tern","2016-05-31","Cranberry Isles, ME, USA",44.2424947532,-68.1942682095,"federally endangered"
"Calidris canutus","Red Knot",NA,NA,44.3385984,-68.2733291,"federally threatened"
"Calidris canutus","Red Knot",NA,NA,44.2533766,-68.3407102,"federally threatened"
"Calidris canutus","Red Knot",NA,NA,44.3985285,-68.2063437,"federally threatened"
"Calidris canutus","Red Knot",NA,NA,44.3385984,-68.2733291,"federally threatened"
"Sterna dougallii","Roseate Tern",NA,NA,44.3324746,-68.0603456,"federally endangered"
"Calidris canutus","Red Knot",NA,NA,44.3072668,-68.1901217,"federally threatened"
"Calidris canutus","Red Knot",NA,NA,44.3385984,-68.2733291,"federally threatened"
"Calidris canutus","Red Knot",NA,NA,44.3289251,-68.1741893,"federally threatened"
"Calidris canutus","Red Knot",NA,NA,44.3385984,-68.2733291,"federally threatened"
"Calidris canutus","Red Knot",NA,NA,44.3292206,-68.1822252,"federally threatened"
"Calidris canutus","Red Knot",NA,NA,44.3292206,-68.1822252,"federally threatened"
"Calidris canutus","Red Knot",NA,NA,44.3360968,-68.0511618,"federally threatened"
"Histrionicus histrionicus","Harlequin Duck","2017-11-07","Schoodic Point, Winter Harbor, ME 04693, USA",44.3323493,-68.0610361,"state threatened"
"Fratercula arctica","Atlantic Puffin","2018-08-07","Maine, US",44.341333379,-68.1832120802,"state threatened"
"Histrionicus histrionicus","Harlequin Duck","2020-01-02","Acadia National Park Schoodic",44.332207,-68.061551,"state threatened"
"Myotis leibii","Eastern Small-footed Myotis","2015-10-11","Hancock County, US-ME, US",44.3187627505,-68.2197354543,"state threatened"
"Fratercula arctica","Atlantic Puffin","2021-06-09","Hancock County, US-ME, US",44.3371071376,-68.3013512851,"state threatened"
"Fratercula arctica","Atlantic Puffin","2021-06-09","Hancock County, US-ME, US",44.3564128528,-68.2004033721,"state threatened"
"Falco peregrinus","Peregrine Falcon","2021-06-06","Acadia National Park, Bar Harbor, ME, US",44.3494633333,-68.1878966667,"state endangered"
"Falco peregrinus","Peregrine Falcon","2012-07-28","Southwest Harbor, ME, USA",44.2298817436,-68.3158156248,"state endangered"
"Falco peregrinus","Peregrine Falcon","2021-08-31","Bar Harbor, ME 04609, USA",44.3528712864,-68.2088763267,"state endangered"
"Histrionicus histrionicus","Harlequin Duck","2022-03-18","Schoodic Point, Winter Harbor, ME 04693, USA",44.3323493,-68.0610361,"state threatened"
"Fratercula arctica","Atlantic Puffin","2022-05-14","Hancock County, US-ME, US",44.3210821742,-68.3931055362,"state threatened"
"Alca torda","Razorbill","2022-05-14","Hancock County, US-ME, US",44.3408539183,-68.2204801464,"state threatened"
"Falco peregrinus","Peregrine Falcon","2022-07-05","Bar Harbor, ME, USA",44.3510737124,-68.1939550309,"state endangered"
"Falco peregrinus","Peregrine Falcon","2022-07-04","Acadia National Park, Mount Desert, ME, US",44.3687982077,-68.293028686,"state endangered"
"Falco peregrinus","Peregrine Falcon","2022-07-24","Southwest Harbor, ME, USA",44.3061062506,-68.3154227831,"state endangered"
"Fratercula arctica","Atlantic Puffin","2019-08-06","Maine, US",44.3074601727,-68.3728198338,"state threatened"
"Histrionicus histrionicus","Harlequin Duck","2022-12-15","Bar Harbor, ME 04609, USA",44.3547716628,-68.19093436,"state threatened"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3158344,-68.1976211,"state endangered"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3385984,-68.2733291,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3385984,-68.2733291,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3324746,-68.0603456,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3385984,-68.2733291,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3403019,-68.0582428,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.2389369,-68.310071,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.2373,-68.3025,"state threatened"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3414301,-68.2250984,"state endangered"
"Bucephala islandica","Barrow's Goldeneye",NA,NA,44.3534831,-68.2260418,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3233568,-68.321228,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0166405,-68.6400468,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0166405,-68.6400468,"state threatened"
"Chlidonias niger","Black Tern",NA,NA,44.32454,-68.186781,"state endangered"
"Bucephala islandica","Barrow's Goldeneye",NA,NA,44.3403019,-68.0582428,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3385984,-68.2733291,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0166405,-68.6400468,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3065086,-68.2013869,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0460142,-68.626015,"state threatened"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3623836,-68.1951383,"state endangered"
"Bartramia longicauda","Upland Sandpiper",NA,NA,44.3072668,-68.1901217,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.0460142,-68.626015,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3403019,-68.0582428,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3469312,-68.1873322,"state threatened"
"Bucephala islandica","Barrow's Goldeneye",NA,NA,44.3324746,-68.0603456,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0460142,-68.626015,"state threatened"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3292206,-68.1822252,"state endangered"
"Chlidonias niger","Black Tern",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.4084752,-68.2463949,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0166405,-68.6400468,"state threatened"
"Alca torda","Razorbill",NA,NA,44.3403019,-68.0582428,"state threatened"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3324746,-68.0603456,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3324746,-68.0603456,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3385984,-68.2733291,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3324746,-68.0603456,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3207266,-68.1896245,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3072668,-68.1901217,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3481336,-68.2717656,"state endangered"
"Bucephala islandica","Barrow's Goldeneye",NA,NA,44.3385984,-68.2733291,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3242409,-68.2499805,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3508187,-68.194043,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.328269,-68.2749653,"state endangered"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3385984,-68.2733291,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3072668,-68.1901217,"state threatened"
"Chlidonias niger","Black Tern",NA,NA,44.2533766,-68.3407102,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2316668,-68.3256161,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3374059,-68.2150633,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3403019,-68.0582428,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3403019,-68.0582428,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3546645,-68.2149696,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3158113,-68.2822531,"state endangered"
"Sterna paradisaea","Arctic Tern",NA,NA,44.2414724,-68.1983643,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3669684,-68.2070087,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3505034,-68.1880188,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3469312,-68.1873322,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.233752,-68.3198708,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3097432,-68.2319102,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3155428,-68.2013535,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3155428,-68.2013535,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.341294,-68.2245811,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3510205,-68.1898588,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0460142,-68.626015,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3505034,-68.1880188,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3150012,-68.3359566,"state endangered"
"Sterna paradisaea","Arctic Tern",NA,NA,44.2418787,-68.1978035,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.2418787,-68.1978035,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.2418787,-68.1978035,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.2418787,-68.1978035,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Alca torda","Razorbill",NA,NA,44.2418787,-68.1978035,"state threatened"
"Alca torda","Razorbill",NA,NA,44.2418787,-68.1978035,"state threatened"
"Cistothorus stellaris","Sedge Wren",NA,NA,44.4237725,-68.3171181,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3669684,-68.2070087,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3764021,-68.2218633,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0460142,-68.626015,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0460142,-68.626015,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0460142,-68.626015,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0460142,-68.626015,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3510205,-68.1898588,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3510205,-68.1898588,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.338348,-68.2267982,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3489122,-68.1854868,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.2219221,-68.3371925,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.0460142,-68.626015,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3277778,-68.2470703,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3547872,-68.1897354,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3510205,-68.1898588,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3309704,-68.2666397,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3385984,-68.2733291,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3385984,-68.2733291,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.338348,-68.2267982,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3628877,-68.3038044,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.320651,-68.1887506,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3292206,-68.1822252,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2316668,-68.3256161,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.317212,-68.3317394,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3403019,-68.0582428,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3403019,-68.0582428,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3210234,-68.2540226,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3207266,-68.1896245,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3037022,-68.3163986,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3037022,-68.3163986,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3210234,-68.2540226,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3403019,-68.0582428,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.2414724,-68.1983643,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2414724,-68.1983643,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3072668,-68.1901217,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3233568,-68.3243179,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3287902,-68.3750504,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2433544,-68.3073664,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.2373,-68.3025,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.36181,-68.2079691,"state endangered"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.233752,-68.3198708,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3075112,-68.3174376,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3508187,-68.194043,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.233752,-68.3198708,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.233752,-68.3198708,"state endangered"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.2219221,-68.3371925,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3990651,-68.2464695,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.2414724,-68.1983643,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Nycticorax nycticorax","Black-crowned Night-Heron",NA,NA,44.3385984,-68.2733291,"state endangered"
"Bucephala islandica","Barrow's Goldeneye",NA,NA,44.3385984,-68.2733291,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3403019,-68.0582428,"state threatened"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3385984,-68.2733291,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3396485,-68.1772259,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3207266,-68.1896245,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3385984,-68.2733291,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.338348,-68.2267982,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2955824,-68.3836155,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3037022,-68.3163986,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3242409,-68.2499805,"state endangered"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3403019,-68.0582428,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3403019,-68.0582428,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3469312,-68.1873322,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3469312,-68.1873322,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.2364059,-68.3198547,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3469312,-68.1873322,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3469312,-68.1873322,"state endangered"
"Alca torda","Razorbill",NA,NA,44.3403019,-68.0582428,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3985285,-68.2063437,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385447,-68.2732594,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385447,-68.2732594,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3313078,-68.1847104,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.349396,-68.187836,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3329687,-68.2666183,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3534831,-68.2260418,"state endangered"
"Histrionicus histrionicus","Harlequin Duck",NA,NA,44.3324746,-68.0603456,"state threatened"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3213919,-68.2353973,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3462309,-68.2608684,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3403019,-68.0582428,"state threatened"
"Sterna paradisaea","Arctic Tern",NA,NA,44.3403019,-68.0582428,"state threatened"
"Fratercula arctica","Atlantic Puffin",NA,NA,44.3403019,-68.0582428,"state threatened"
"Chlidonias niger","Black Tern",NA,NA,44.3403019,-68.0582428,"state endangered"
"Chlidonias niger","Black Tern",NA,NA,44.3403019,-68.0582428,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3494526,-68.1878144,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3072668,-68.1901217,"state endangered"
"Falco peregrinus","Peregrine Falcon",NA,NA,44.3385984,-68.2733291,"state endangered"
